ID,SrNo,Timestamp,X_Acc,Y_Acc,Z_Acc,X_Gyro,Y_Gyro,Z_Gyro
HS,5751,1739352482189,0.06495,-2.26395,9.429,-3.52154,0.45693,-8.18542
HS,5752,1739352482205,0.06495,-2.26395,9.429,-1.28414,-1.99318,-7.68909
HS,5753,1739352482222,0.83295,-1.752,9.522,1.02416,-3.52942,-6.92491
HS,5754,1739352482239,0.66795,-0.75795,9.615,0.323,-1.99318,-7.48426
HS,5755,1739352482256,0.927,-1.42395,9.12,-3.59245,-2.97007,-6.15285
HS,5756,1739352482271,0.012,-0.39195,9.63195,-7.30306,-2.13498,-5.45169
HS,5757,1739352482288,0.429,-6.35895,9.345,2.98583,-1.29202,-4.89234
HS,5758,1739352482305,-0.07995,-4.34505,11.59995,7.4685,6.54676,-6.22375
HS,5759,1739352482327,0.30705,0.44295,10.29495,19.85299,-11.65181,-6.85401
HS,5760,1739352482334,0.30705,0.44295,10.29495,10.54887,-0.59086,-7.34245
HS,5761,1739352482352,0.12705,1.563,10.51305,4.03362,-12.98322,-5.45169
HS,5762,1739352482371,1.33095,-1.00995,9.156,-3.0331,-2.33982,-3.84455
HS,5763,1739352482389,0.93105,-2.049,8.016,-2.33194,-5.42018,-3.49003
HS,5764,1739352482407,0.216,-1.434,9.31905,-2.47375,0.52784,-3.34822
HS,5765,1739352482423,0.05805,-2.11095,9.61305,-1.21324,2.76524,-4.26209
HS,5766,1739352482440,1.128,-1.149,10.449,2.14286,-1.85137,-4.75054
HS,5767,1739352482455,0.06495,-0.885,8.66295,-0.58298,2.56041,-4.89234
HS,5768,1739352482471,0.06495,-0.885,8.66295,10.96641,-14.80308,-4.4039
HS,5769,1739352482487,0.76905,-2.73795,7.896,14.88974,-9.69015,-4.60873
HS,5770,1739352482505,-0.75105,-0.45705,11.17905,-5.4123,-1.99318,-5.23898
HS,5771,1739352482522,-0.32205,-3.04305,9.98895,-8.63447,1.99318,-4.89234
HS,5772,1739352482537,0.41205,-2.87505,10.755,-9.40654,2.06408,-6.22375
HS,5773,1739352482553,-0.648,-3.61995,8.84895,-1.35505,0.11029,-5.86924
HS,5774,1739352482569,-0.648,-3.61995,8.84895,8.5872,-5.00264,-7.12974
HS,5775,1739352482586,0.04995,-1.10805,9.74205,11.10822,-16.06359,-7.41336
HS,5776,1739352482604,0.63195,-2.772,10.83705,2.71009,-0.17332,-7.27155
HS,5777,1739352482622,-0.11595,-1.29,10.28295,0.25998,-5.42018,-7.12974
HS,5778,1739352482640,0.01395,-2.27205,8.73405,0.25998,-5.34928,-6.98794
HS,5779,1739352482657,-0.08805,-0.426,10.30695,-3.94696,-6.9643,-6.15285
HS,5780,1739352482674,-0.01995,-2.619,9.43605,-3.87606,-5.97953,-5.5935
HS,5781,1739352482691,0.29505,-2.25495,10.08195,-3.87606,-5.00264,-6.08195
HS,5782,1739352482706,-0.08295,-4.12995,8.595,0.46481,-6.68069,-4.89234
HS,5783,1739352482712,-0.08295,-4.12995,8.595,5.29413,-15.50424,-4.53783
HS,5784,1739352482726,0.165,-3.21,9.31605,9.28836,-8.57145,-4.4039
HS,5785,1739352482742,1.29795,-1.27095,10.485,7.81514,-10.1786,-4.60873
HS,5786,1739352482759,1.33395,0.10695,9.73305,3.26944,-10.60402,-3.21429
HS,5787,1739352482781,0.02205,-0.97605,9.048,-3.45064,-3.67123,-2.15862
HS,5788,1739352482799,0.02205,-0.97605,9.048,-8.63447,-3.45852,-0.89811
HS,5789,1739352482814,-0.327,-2.04195,9.01695,-2.61555,-2.82826,-0.13393
HS,5790,1739352482833,0.41205,-5.42205,9.15105,2.91492,-2.76524,-0.40966
HS,5791,1739352482849,0.582,3.10995,11.22,-5.3414,-3.88394,-0.48057
HS,5792,1739352482862,1.566,-3.27195,8.856,-1.42595,-6.60978,0.3624
HS,5793,1739352482886,0.09105,-0.56895,9.453,-4.2936,-6.40495,1.4811
HS,5794,1739352482892,-0.528,-4.70895,8.514,0.11817,-3.45852,1.19748
HS,5795,1739352482913,-0.528,-4.70895,8.514,4.87659,-3.95484,1.96954
HS,5796,1739352482931,-0.28395,-0.87105,9.88095,-0.23635,-2.06408,2.5998
HS,5797,1739352482946,-0.231,-3.20505,9.639,0.25998,0.31513,2.04045
HS,5798,1739352482966,0.11295,-0.58095,10.38195,-6.74371,-2.82826,2.87553
HS,5799,1739352482980,0.67005,-1.941,9.56505,-7.30306,-3.74213,2.7416
HS,5800,1739352483002,0.53595,-2.319,9.165,-2.61555,-4.51419,2.52889
HS,5801,1739352483019,0.63495,-2.16405,8.28195,4.94749,-5.63289,1.33929
HS,5802,1739352483036,-1.09605,-0.981,7.51995,11.17912,-3.18278,0.92175
HS,5803,1739352483052,1.95105,-3.43005,11.44695,-8.14603,-4.30148,0.22059
HS,5804,1739352483068,1.95105,-3.43005,11.44695,-2.12711,0.66964,1.4811
HS,5805,1739352483085,-0.01605,-3.18405,5.48295,-0.16544,-6.8934,-0.69328
HS,5806,1739352483101,0.477,-0.86895,11.385,-12.90444,-1.78047,0.98477
HS,5807,1739352483117,0.048,-3.684,7.28805,-4.2936,0.24422,1.96954
HS,5808,1739352483133,0.27495,-3.17205,9.78495,-0.9375,-1.07931,1.68593
HS,5809,1739352483149,-1.179,-2.38605,10.32195,-3.73425,1.57563,0.49632
HS,5810,1739352483173,-0.222,-1.75695,10.45305,-2.40284,3.6082,-0.69328
HS,5811,1739352483183,-0.78405,-2.75295,9.19395,0.88235,-0.87448,-0.13393
HS,5812,1739352483202,-0.78405,-2.75295,9.19395,3.33247,-4.23058,-0.33876
