ID,SrNo,Timestamp,X_Acc,Y_Acc,Z_Acc,X_Gyro,Y_Gyro,Z_Gyro
Gar,5251,1742632751464,-0.37866,-1.99502,11.42034,0.85747,-1.53995,3.4299
Gar,5252,1742632751473,-0.37866,-1.99502,11.42034,-5.44234,1.04997,1.88994
Gar,5253,1742632751481,0.51326,-2.28933,10.30708,-3.69239,-1.81995,2.30993
Gar,5254,1742632751490,0.51326,-2.28933,10.30708,-3.20241,1.74995,3.07991
Gar,5255,1742632751498,-0.89372,-3.7005,9.50369,-1.66245,2.23993,0.97997
Gar,5256,1742632751505,-0.89372,-3.7005,9.50369,0.50749,1.67995,2.44993
Gar,5257,1742632751515,-0.89372,-3.7005,9.50369,2.67742,-3.70989,2.65992
Gar,5258,1742632751523,-0.08016,-2.12184,8.83251,2.11744,-3.70989,2.44993
Gar,5259,1742632751532,-0.08016,-2.12184,8.83251,0.0175,0.90997,2.37993
Gar,5260,1742632751540,-0.45284,-2.04407,12.27757,1.41746,-1.95994,4.26987
Gar,5261,1742632751548,-0.45284,-2.04407,12.27757,4.28737,0.90997,3.07991
Gar,5262,1742632751556,-0.45284,-2.04407,12.27757,-0.26249,0.90997,2.23993
Gar,5263,1742632751565,0.06162,-2.48196,10.09173,-5.86233,-3.56989,3.21991
Gar,5264,1742632751573,0.06162,-2.48196,10.09173,-2.85242,2.23993,3.21991
Gar,5265,1742632751582,-0.37567,-0.2656,14.36651,-3.06241,-1.32996,4.54987
Gar,5266,1742632751592,-0.37567,-0.2656,14.36651,-10.69219,0.27999,2.09994
Gar,5267,1742632751598,0.80578,-3.66999,6.55274,-12.44213,-2.72992,2.16994
Gar,5268,1742632751607,0.80578,-3.66999,6.55274,-4.18238,-10.1497,1.11997
Gar,5269,1742632751615,0.80578,-3.66999,6.55274,-1.03247,-4.47987,-4.26987
Gar,5270,1742632751624,-0.11246,-4.18923,1.54756,17.23699,17.70948,-4.61986
Gar,5271,1742632751632,-0.11246,-4.18923,1.54756,9.11723,9.93971,3.21991
Gar,5272,1742632751641,-1.27059,0.11964,14.49093,-4.39237,-18.68945,6.22982
Gar,5273,1742632751648,-1.27059,0.11964,14.49093,-2.64242,-12.94962,4.40987
Gar,5274,1742632751656,-0.24347,-3.20937,11.67817,6.38731,11.19967,4.05988
Gar,5275,1742632751665,-0.24347,-3.20937,11.67817,0.50749,-5.80983,2.51993
Gar,5276,1742632751674,0.25005,-0.86142,10.17249,-2.64242,-1.88994,2.86992
Gar,5277,1742632751682,0.25005,-0.86142,10.17249,-3.2724,-4.19988,5.52984
Gar,5278,1742632751692,0.25005,-0.86142,10.17249,-0.82248,6.57981,4.19988
Gar,5279,1742632751699,0.20578,-2.11047,9.92603,-5.37234,-1.39996,5.52984
Gar,5280,1742632751706,0.20578,-2.11047,9.92603,-6.63231,-1.74995,4.12988
Gar,5281,1742632751716,-0.36491,-3.94098,8.25584,-6.8423,1.95994,3.00991
Gar,5282,1742632751724,-0.36491,-3.94098,8.25584,-2.01244,1.11997,1.74995
Gar,5283,1742632751733,-0.36491,-3.94098,8.25584,1.13747,4.75986,3.91988
Gar,5284,1742632751741,0.07956,-2.38983,9.64906,1.20746,2.16994,2.65992
Gar,5285,1742632751749,0.07956,-2.38983,9.64906,2.88742,7.83977,1.88994
Gar,5286,1742632751756,-0.82792,-0.68136,11.57648,4.49737,0.62998,4.19988
Gar,5287,1742632751766,-0.82792,-0.68136,11.57648,2.60742,4.96985,2.72992
Gar,5288,1742632751774,-0.17946,-3.84048,7.32981,-2.22243,2.44993,1.95994
Gar,5289,1742632751783,-0.17946,-3.84048,7.32981,0.1575,-0.97997,1.53995
Gar,5290,1742632751791,-0.17946,-3.84048,7.32981,0.78748,1.60995,1.32996
Gar,5291,1742632751799,-0.36311,-0.98644,8.91865,0.0175,-4.05988,2.09994
Gar,5292,1742632751807,-0.36311,-0.98644,8.91865,2.32743,3.3599,1.88994
Gar,5293,1742632751816,0.05444,-1.87179,10.69592,3.4474,0.55998,1.81995
Gar,5294,1742632751825,0.05444,-1.87179,10.69592,0.71748,-2.09994,1.39996
Gar,5295,1742632751832,-0.05683,-1.43689,8.95095,-3.76239,0.62998,1.74995
Gar,5296,1742632751841,-0.05683,-1.43689,8.95095,-3.62239,-1.60995,1.88994
Gar,5297,1742632751850,-0.05683,-1.43689,8.95095,-6.28231,1.74995,2.30993
