ID,SrNo,Timestamp,X_Acc,Y_Acc,Z_Acc,X_Gyro,Y_Gyro,Z_Gyro
HS,1251,1739358310417,-0.10305,-2.20905,9.57195,-3.52154,2.35557,2.03257
HS,1252,1739358310433,0.933,-2.75895,8.48805,0.11817,-1.70956,2.94644
HS,1253,1739358310450,-0.915,-4.902,8.421,2.70221,-3.0331,2.73372
HS,1254,1739358310467,-0.414,-0.76305,9.18705,5.15232,2.07196,3.01734
HS,1255,1739358310483,-1.22805,-1.60305,10.41495,-0.37815,0.2521,2.31618
HS,1256,1739358310500,0.432,-1.653,10.09695,-2.75736,2.49738,2.52101
HS,1257,1739358310516,0.432,-1.653,10.09695,1.58351,3.61608,2.38709
HS,1258,1739358310533,0.65805,-4.05705,7.42695,5.29413,1.65442,1.81986
HS,1259,1739358310549,-0.936,0.64695,11.019,4.17543,2.35557,1.54412
HS,1260,1739358310565,0.08295,0.192,9.51705,0.88235,-0.7957,1.61502
HS,1261,1739358310583,-1.55595,-0.81795,9.18495,-2.82826,1.51261,0.84296
HS,1262,1739358310599,0.19305,-1.12395,9.20595,-6.11346,-9.96588,0.77206
HS,1263,1739358310616,1.05495,-1.86195,10.032,-6.32617,-7.58668,-0.41754
HS,1264,1739358310635,-1.788,-1.869,9.98895,-4.85295,-4.57722,0.0709
HS,1265,1739358310648,-1.788,-1.869,9.98895,-5.2705,-9.54834,-1.1896
HS,1266,1739358310665,0.837,-2.61795,9.876,-4.85295,-12.97535,-2.37921
HS,1267,1739358310682,-0.20595,-2.508,9.11505,-7.23216,-16.9617,-3.14339
HS,1268,1739358310698,-2.44005,-3.09705,10.78905,0.39391,-4.08877,0.84296
HS,1269,1739358310715,0.76005,-1.68405,9.35895,-4.85295,1.09507,-1.60715
HS,1270,1739358310732,1.278,-1.54095,8.37795,-0.51208,0.2521,0.91387
HS,1271,1739358310749,1.359,-1.72305,10.956,-2.54465,5.15232,1.68593
HS,1272,1739358310765,1.359,-1.72305,10.956,-5.48321,4.24633,0.21271
HS,1273,1739358310781,-0.462,-2.07705,10.32195,1.23687,4.24633,1.75683
HS,1274,1739358310800,2.949,-2.53395,8.01105,3.33247,4.94749,0.42542
HS,1275,1739358310815,0.29595,0.17505,10.83195,2.00893,3.05673,2.03257
HS,1276,1739358310833,-1.776,-2.58705,10.152,-0.23635,2.49738,2.31618
HS,1277,1739358310848,-1.81005,-1.20795,9.13695,-0.8666,8.65023,1.96166
HS,1278,1739358310864,1.35195,-0.54,8.38695,-3.80516,-3.87606,1.96166
HS,1279,1739358310882,-0.09105,-1.26795,7.19205,-2.96219,-7.65758,2.87553
HS,1280,1739358310898,-0.09105,-1.26795,7.19205,0.67752,-8.07512,2.73372
HS,1281,1739358310916,0.159,-4.70595,7.935,4.38814,-8.07512,1.54412
